homicidios_femeninos.csv,,,,,,Analisis_Temporal,,,,,Estados_Cambio,,,,,,Top_Estados_Verificacion,
entidad,anio,tasa,entidad_etiqueta,fecha,,anio,Tasa_Promedio,Tasa_Total,Tasa_Maxima,,Estado,Tasa_1990-1994,Tasa_2019-2023,Cambio_Absoluto,Cambio_Porcentual,,Estado,Tasa_Promedio_2020-2023
Campeche,2019,2.11,Campeche,2019-01-01,,,,,,,,,,,,,,
Coahuila,2019,2.84,Coahuila,2019-01-01,,,,,,,,,,,,,,
Colima,2019,21.65,Colima,2019-01-01,,,,,,,,,,,,,,
Chiapas,2019,2.47,Chiapas,2019-01-01,,,,,,,,,,,,,,
Chihuahua,2019,14.38,Chihuahua,2019-01-01,,,,,,,,,,,,,,
Ciudad de México,2019,2.98,Ciudad de México,2019-01-01,,,,,,,,,,,,,,
Durango,2019,2.25,Durango,2019-01-01,,,,,,,,,,,,,,
Guanajuato,2019,13.28,Guanajuato,2019-01-01,,,,,,,,,,,,,,
Guerrero,2019,10.14,Guerrero,2019-01-01,,,,,,,,,,,,,,
Hidalgo,2019,4.0,Hidalgo,2019-01-01,,,,,,,,,,,,,,
Jalisco,2019,6.09,Jalisco,2019-01-01,,,,,,,,,,,,,,
México,2019,5.24,Estado de México,2019-01-01,,,,,,,,,,,,,,
Michoacán,2019,7.68,Michoacán,2019-01-01,,,,,,,,,,,,,,
Morelos,2019,9.54,Morelos,2019-01-01,,,,,,,,,,,,,,
Nayarit,2019,3.21,Nayarit,2019-01-01,,,,,,,,,,,,,,
Nuevo León,2019,3.39,Nuevo León,2019-01-01,,,,,,,,,,,,,,
Oaxaca,2019,6.3,Oaxaca,2019-01-01,,,,,,,,,,,,,,
Puebla,2019,3.61,Puebla,2019-01-01,,,,,,,,,,,,,,
Querétaro,2019,2.08,Querétaro,2019-01-01,,,,,,,,,,,,,,
Quintana Roo,2019,7.91,Quintana Roo,2019-01-01,,,,,,,,,,,,,,
San Luis Potosí,2019,3.29,San Luis Potosí,2019-01-01,,,,,,,,,,,,,,
Sinaloa,2019,3.75,Sinaloa,2019-01-01,,,,,,,,,,,,,,
Sonora,2019,7.94,Sonora,2019-01-01,,,,,,,,,,,,,,
Tabasco,2019,6.19,Tabasco,2019-01-01,,,,,,,,,,,,,,
Tamaulipas,2019,6.09,Tamaulipas,2019-01-01,,,,,,,,,,,,,,
Tlaxcala,2019,3.58,Tlaxcala,2019-01-01,,,,,,,,,,,,,,
Veracruz,2019,3.83,Veracruz,2019-01-01,,,,,,,,,,,,,,
Yucatán,2019,0.34,Yucatán,2019-01-01,,,,,,,,,,,,,,
Zacatecas,2019,8.97,Zacatecas,2019-01-01,,,,,,,,,,,,,,
Aguascalientes,2020,0.94,Aguascalientes,2020-01-01,,,,,,,,,,,,,,
Baja California,2020,15.56,Baja California,2020-01-01,,,,,,,,,,,,,,
Baja California Sur,2020,1.25,Baja California Sur,2020-01-01,,,,,,,,,,,,,,
Campeche,2020,1.47,Campeche,2020-01-01,,,,,,,,,,,,,,
Coahuila,2020,2.06,Coahuila,2020-01-01,,,,,,,,,,,,,,
Colima,2020,24.18,Colima,2020-01-01,,,,,,,,,,,,,,
Chiapas,2020,2.61,Chiapas,2020-01-01,,,,,,,,,,,,,,
Chihuahua,2020,18.78,Chihuahua,2020-01-01,,,,,,,,,,,,,,
Ciudad de México,2020,2.9,Ciudad de México,2020-01-01,,,,,,,,,,,,,,
Durango,2020,1.71,Durango,2020-01-01,,,,,,,,,,,,,,
Guanajuato,2020,19.83,Guanajuato,2020-01-01,,,,,,,,,,,,,,
Guerrero,2020,7.89,Guerrero,2020-01-01,,,,,,,,,,,,,,
Hidalgo,2020,2.59,Hidalgo,2020-01-01,,,,,,,,,,,,,,
Jalisco,2020,5.89,Jalisco,2020-01-01,,,,,,,,,,,,,,
México,2020,4.81,Estado de México,2020-01-01,,,,,,,,,,,,,,
Michoacán,2020,10.06,Michoacán,2020-01-01,,,,,,,,,,,,,,
Morelos,2020,8.03,Morelos,2020-01-01,,,,,,,,,,,,,,
Nayarit,2020,3.49,Nayarit,2020-01-01,,,,,,,,,,,,,,
Nuevo León,2020,3.09,Nuevo León,2020-01-01,,,,,,,,,,,,,,
Oaxaca,2020,5.12,Oaxaca,2020-01-01,,,,,,,,,,,,,,
Puebla,2020,3.19,Puebla,2020-01-01,,,,,,,,,,,,,,
Querétaro,2020,2.03,Querétaro,2020-01-01,,,,,,,,,,,,,,
Quintana Roo,2020,7.24,Quintana Roo,2020-01-01,,,,,,,,,,,,,,
San Luis Potosí,2020,4.08,San Luis Potosí,2020-01-01,,,,,,,,,,,,,,
Sinaloa,2020,2.45,Sinaloa,2020-01-01,,,,,,,,,,,,,,
Sonora,2020,6.15,Sonora,2020-01-01,,,,,,,,,,,,,,
Tabasco,2020,4.42,Tabasco,2020-01-01,,,,,,,,,,,,,,
Tamaulipas,2020,3.96,Tamaulipas,2020-01-01,,,,,,,,,,,,,,
Tlaxcala,2020,3.83,Tlaxcala,2020-01-01,,,,,,,,,,,,,,
Veracruz,2020,3.21,Veracruz,2020-01-01,,,,,,,,,,,,,,
Yucatán,2020,1.08,Yucatán,2020-01-01,,,,,,,,,,,,,,
Zacatecas,2020,14.27,Zacatecas,2020-01-01,,,,,,,,,,,,,,
Aguascalientes,2021,1.46,Aguascalientes,2021-01-01,,,,,,,,,,,,,,
Baja California,2021,17.81,Baja California,2021-01-01,,,,,,,,,,,,,,
Baja California Sur,2021,1.96,Baja California Sur,2021-01-01,,,,,,,,,,,,,,
Campeche,2021,2.72,Campeche,2021-01-01,,,,,,,,,,,,,,
Coahuila,2021,1.48,Coahuila,2021-01-01,,,,,,,,,,,,,,
Colima,2021,12.7,Colima,2021-01-01,,,,,,,,,,,,,,
Chiapas,2021,2.23,Chiapas,2021-01-01,,,,,,,,,,,,,,
Chihuahua,2021,16.79,Chihuahua,2021-01-01,,,,,,,,,,,,,,
Ciudad de México,2021,2.65,Ciudad de México,2021-01-01,,,,,,,,,,,,,,
Durango,2021,1.17,Durango,2021-01-01,,,,,,,,,,,,,,
Guanajuato,2021,15.93,Guanajuato,2021-01-01,,,,,,,,,,,,,,
Guerrero,2021,7.99,Guerrero,2021-01-01,,,,,,,,,,,,,,
Hidalgo,2021,2.68,Hidalgo,2021-01-01,,,,,,,,,,,,,,
Jalisco,2021,5.75,Jalisco,2021-01-01,,,,,,,,,,,,,,
México,2021,4.89,Estado de México,2021-01-01,,,,,,,,,,,,,,
Michoacán,2021,10.87,Michoacán,2021-01-01,,,,,,,,,,,,,,
Morelos,2021,9.35,Morelos,2021-01-01,,,,,,,,,,,,,,
Nayarit,2021,4.4,Nayarit,2021-01-01,,,,,,,,,,,,,,
Nuevo León,2021,3.45,Nuevo León,2021-01-01,,,,,,,,,,,,,,
Oaxaca,2021,3.68,Oaxaca,2021-01-01,,,,,,,,,,,,,,
Puebla,2021,3.14,Puebla,2021-01-01,,,,,,,,,,,,,,
Querétaro,2021,2.15,Querétaro,2021-01-01,,,,,,,,,,,,,,
Quintana Roo,2021,7.82,Quintana Roo,2021-01-01,,,,,,,,,,,,,,
San Luis Potosí,2021,5.74,San Luis Potosí,2021-01-01,,,,,,,,,,,,,,
Sinaloa,2021,2.3,Sinaloa,2021-01-01,,,,,,,,,,,,,,
Sonora,2021,10.02,Sonora,2021-01-01,,,,,,,,,,,,,,
Tabasco,2021,3.69,Tabasco,2021-01-01,,,,,,,,,,,,,,
Tamaulipas,2021,3.49,Tamaulipas,2021-01-01,,,,,,,,,,,,,,
Tlaxcala,2021,4.08,Tlaxcala,2021-01-01,,,,,,,,,,,,,,
Veracruz,2021,2.51,Veracruz,2021-01-01,,,,,,,,,,,,,,
Yucatán,2021,0.66,Yucatán,2021-01-01,,,,,,,,,,,,,,
Zacatecas,2021,19.74,Zacatecas,2021-01-01,,,,,,,,,,,,,,
Aguascalientes,2022,1.71,Aguascalientes,2022-01-01,,,,,,,,,,,,,,
Baja California,2022,15.96,Baja California,2022-01-01,,,,,,,,,,,,,,
Baja California Sur,2022,1.92,Baja California Sur,2022-01-01,,,,,,,,,,,,,,
Campeche,2022,2.5,Campeche,2022-01-01,,,,,,,,,,,,,,
Coahuila,2022,1.22,Coahuila,2022-01-01,,,,,,,,,,,,,,
Colima,2022,25.53,Colima,2022-01-01,,,,,,,,,,,,,,
Chiapas,2022,2.1,Chiapas,2022-01-01,,,,,,,,,,,,,,
Chihuahua,2022,12.11,Chihuahua,2022-01-01,,,,,,,,,,,,,,
Ciudad de México,2022,2.18,Ciudad de México,2022-01-01,,,,,,,,,,,,,,
Durango,2022,2.52,Durango,2022-01-01,,,,,,,,,,,,,,
Guanajuato,2022,17.02,Guanajuato,2022-01-01,,,,,,,,,,,,,,
Guerrero,2022,6.97,Guerrero,2022-01-01,,,,,,,,,,,,,,
Hidalgo,2022,3.38,Hidalgo,2022-01-01,,,,,,,,,,,,,,
Jalisco,2022,4.61,Jalisco,2022-01-01,,,,,,,,,,,,,,
México,2022,5.51,Estado de México,2022-01-01,,,,,,,,,,,,,,
Michoacán,2022,9.87,Michoacán,2022-01-01,,,,,,,,,,,,,,
Morelos,2022,10.93,Morelos,2022-01-01,,,,,,,,,,,,,,
Nayarit,2022,2.02,Nayarit,2022-01-01,,,,,,,,,,,,,,
Nuevo León,2022,5.2,Nuevo León,2022-01-01,,,,,,,,,,,,,,
Oaxaca,2022,5.6,Oaxaca,2022-01-01,,,,,,,,,,,,,,
Puebla,2022,3.36,Puebla,2022-01-01,,,,,,,,,,,,,,
Querétaro,2022,2.11,Querétaro,2022-01-01,,,,,,,,,,,,,,
Quintana Roo,2022,6.12,Quintana Roo,2022-01-01,,,,,,,,,,,,,,
San Luis Potosí,2022,4.16,San Luis Potosí,2022-01-01,,,,,,,,,,,,,,
Sinaloa,2022,2.29,Sinaloa,2022-01-01,,,,,,,,,,,,,,
Sonora,2022,9.94,Sonora,2022-01-01,,,,,,,,,,,,,,
Tabasco,2022,3.36,Tabasco,2022-01-01,,,,,,,,,,,,,,
Tamaulipas,2022,2.87,Tamaulipas,2022-01-01,,,,,,,,,,,,,,
Tlaxcala,2022,2.36,Tlaxcala,2022-01-01,,,,,,,,,,,,,,
Veracruz,2022,2.46,Veracruz,2022-01-01,,,,,,,,,,,,,,
Yucatán,2022,0.65,Yucatán,2022-01-01,,,,,,,,,,,,,,
Zacatecas,2022,19.12,Zacatecas,2022-01-01,,,,,,,,,,,,,,
Aguascalientes,2023,1.69,Aguascalientes,2023-01-01,,,,,,,,,,,,,,
Baja California,2023,13.86,Baja California,2023-01-01,,,,,,,,,,,,,,
Baja California Sur,2023,1.18,Baja California Sur,2023-01-01,,,,,,,,,,,,,,
Campeche,2023,3.1,Campeche,2023-01-01,,,,,,,,,,,,,,
Coahuila,2023,0.9,Coahuila,2023-01-01,,,,,,,,,,,,,,
Colima,2023,32.94,Colima,2023-01-01,,,,,,,,,,,,,,
Chiapas,2023,2.1,Chiapas,2023-01-01,,,,,,,,,,,,,,
Chihuahua,2023,12.98,Chihuahua,2023-01-01,,,,,,,,,,,,,,
Ciudad de México,2023,1.87,Ciudad de México,2023-01-01,,,,,,,,,,,,,,
Durango,2023,1.46,Durango,2023-01-01,,,,,,,,,,,,,,
Guanajuato,2023,16.12,Guanajuato,2023-01-01,,,,,,,,,,,,,,
Guerrero,2023,8.19,Guerrero,2023-01-01,,,,,,,,,,,,,,
Hidalgo,2023,2.86,Hidalgo,2023-01-01,,,,,,,,,,,,,,
Jalisco,2023,3.34,Jalisco,2023-01-01,,,,,,,,,,,,,,
México,2023,4.5,Estado de México,2023-01-01,,,,,,,,,,,,,,
Michoacán,2023,6.98,Michoacán,2023-01-01,,,,,,,,,,,,,,
Morelos,2023,14.96,Morelos,2023-01-01,,,,,,,,,,,,,,
Nayarit,2023,2.61,Nayarit,2023-01-01,,,,,,,,,,,,,,
Nuevo León,2023,5.05,Nuevo León,2023-01-01,,,,,,,,,,,,,,
Oaxaca,2023,4.13,Oaxaca,2023-01-01,,,,,,,,,,,,,,
Puebla,2023,2.85,Puebla,2023-01-01,,,,,,,,,,,,,,
Querétaro,2023,2.3,Querétaro,2023-01-01,,,,,,,,,,,,,,
Quintana Roo,2023,6.69,Quintana Roo,2023-01-01,,,,,,,,,,,,,,
San Luis Potosí,2023,3.52,San Luis Potosí,2023-01-01,,,,,,,,,,,,,,
Sinaloa,2023,2.9,Sinaloa,2023-01-01,,,,,,,,,,,,,,
Sonora,2023,9.14,Sonora,2023-01-01,,,,,,,,,,,,,,
Tabasco,2023,2.31,Tabasco,2023-01-01,,,,,,,,,,,,,,
Tamaulipas,2023,2.79,Tamaulipas,2023-01-01,,,,,,,,,,,,,,
Tlaxcala,2023,2.33,Tlaxcala,2023-01-01,,,,,,,,,,,,,,
Veracruz,2023,2.08,Veracruz,2023-01-01,,,,,,,,,,,,,,
Yucatán,2023,0.72,Yucatán,2023-01-01,,,,,,,,,,,,,,
Zacatecas,2023,13.14,Zacatecas,2023-01-01,,,,,,,,,,,,,,
